Id,SalePrice
1820,208190.0
1821,189826.1
1822,179485.0
1823,293350.0
1824,204422.9
1825,227981.1
1826,257676.3
1827,134490.0
1828,202172.9
1829,199229.0
1830,207136.1
1831,191650.0
1832,231700.0
1833,280149.7
1834,180761.1
1835,253880.0
1836,187186.1
1837,192621.1
1838,189741.3
1839,187390.0
1840,254950.0
1841,231656.1
1842,237635.0
1843,221824.1
1844,213610.0
1845,226265.0
1846,199682.2
1847,266400.0
1848,301845.4
1849,240943.4
1850,224306.1
1851,150421.5
1852,233122.9
1853,186536.1
1854,215825.0
1855,220145.0
1856,209176.1
1857,252951.7
1858,204111.0
1859,202600.0
1860,205124.1
1861,202600.0
1862,216745.4
1863,231840.9
1864,231840.9
1865,189315.0
1866,223826.1
1867,225700.0
1868,178829.3
1869,280304.7
1870,206586.1
1871,223790.0
1872,227667.0
1873,173425.0
1874,270716.1
1875,217801.1
1876,178197.2
1877,236101.1
1878,194295.0
1879,214616.1
1880,234126.1
1881,180417.6
1882,199542.0
1883,219369.6
1884,185600.0
1885,227761.1
1886,150340.0
1887,193135.3
1888,228370.4
1889,242397.0
1890,255110.0
1891,112860.0
1892,219553.7
1893,156193.5
1894,181243.2
1895,190472.2
1896,232566.1
1897,196997.2
1898,232370.0
1899,173626.3
1900,203838.0
1901,198107.2
1902,233232.2
1903,163341.0
1904,223912.4
1905,203856.1
1906,194575.0
1907,219508.0
1908,171510.0
1909,203710.0
1910,201970.0
1911,186550.0
1912,187142.9
1913,243243.5
1914,228990.0
1915,187995.2
1916,197905.0
1917,175089.0
1918,185466.1
1919,215681.1
1920,197416.8
1921,199970.0
1922,177557.5
1923,179640.0
1924,222990.0
1925,208750.0
1926,199463.8
1927,222643.9
1928,190586.1
1929,195626.1
1930,218336.8
1931,222801.1
1932,228470.0
1933,194366.1
1934,170971.1
1935,202840.0
1936,154081.1
1937,198450.0
1938,207130.0
1939,184611.5
1940,217890.0
1941,187650.0
1942,162981.1
1943,149694.8
1944,138384.5
1945,185035.0
1946,187968.2
1947,141767.0
1948,220306.1
1949,167490.0
1950,177904.1
1951,204340.0
1952,159586.4
1953,296717.6
1954,186145.0
1955,245460.0
1956,222885.0
1957,162585.0
1958,176565.5
1959,220490.0
1960,189380.0
1961,203380.0
1962,202390.0
1963,170880.0
1964,200350.0
1965,177621.0
1966,118880.0
1967,192676.9
1968,185498.0
1969,177750.0
1970,166480.0
1971,202221.3
1972,190240.0
1973,223803.9
1974,191437.5
1975,162104.6
1976,217179.3
1977,156575.0
1978,249680.2
1979,221510.0
1980,175040.0
1981,221656.4
1982,161060.0
1983,169568.3
1984,143800.0
1985,193066.9
1986,160756.1
1987,149695.5
1988,138747.2
1989,172540.0
1990,173408.9
1991,200266.8
1992,200870.0
1993,214740.8
1994,186386.1
1995,176000.0
1996,225250.0
1997,174400.0
1998,222611.9
1999,211470.0
2000,187681.4
2001,191545.0
2002,199700.0
2003,268769.2
2004,222219.3
2005,164610.0
2006,226747.1
2007,202800.0
2008,214609.8
2009,170081.1
2010,192514.9
2011,237900.0
2012,180731.1
2013,161612.2
2014,173780.0
2015,227150.0
2016,207623.0
2017,243185.8
2018,208347.7
2019,251293.7
2020,197261.1
2021,161313.7
2022,164410.0
2023,194263.5
2024,232802.5
2025,177983.8
2026,168580.0
2027,127120.0
2028,106431.1
2029,162050.0
2030,191925.1
2031,182190.3
2032,129306.1
2033,190390.8
2034,145750.0
2035,206275.0
2036,145850.0
2037,135350.0
2038,150681.1
2039,189947.1
2040,250200.0
2041,213937.6
2042,163790.1
2043,203775.0
2044,166700.0
2045,192307.7
2046,184536.4
2047,263562.5
2048,227041.8
2049,158850.0
2050,218906.1
2051,219158.2
2052,207156.1
2053,144390.0
2054,187395.0
2055,143326.1
2056,205010.0
2057,198616.0
2058,181280.0
2059,194592.3
2060,184970.0
2061,198646.1
2062,198219.3
2063,172265.0
2064,182897.7
2065,189133.7
2066,228947.7
2067,228650.2
2068,181600.9
2069,231478.2
2070,126271.1
2071,160220.0
2072,249474.5
2073,220207.8
2074,149995.0
2075,233373.7
2076,209341.7
2077,201760.0
2078,248477.7
2079,217846.7
2080,156901.1
2081,131302.2
2082,192150.0
2083,171671.1
2084,170626.1
2085,175330.0
2086,210820.0
2087,174025.0
2088,210250.0
2089,167145.0
2090,181180.0
2091,280687.7
2092,207276.8
2093,190156.1
2094,210940.0
2095,186630.0
2096,221810.0
2097,262010.0
2098,236606.1
2099,158695.0
2100,245960.0
2101,236762.8
2102,145255.0
2103,225106.1
2104,207206.1
2105,261450.0
2106,289205.0
2107,300242.1
2108,235701.1
2109,189535.6
2110,207060.8
2111,189606.8
2112,188246.1
2113,177850.0
2114,160078.5
2115,140600.4
2116,145945.0
2117,162466.8
2118,148812.2
2119,220862.5
2120,135451.1
2121,171456.1
2122,212197.0
2123,271940.0
2124,186164.3
2125,231836.1
2126,170420.0
2127,191621.0
2128,186921.1
2129,196046.1
2130,167870.4
2131,187156.1
2132,162236.1
2133,235597.0
2134,213526.5
2135,282911.1
2136,308260.0
2137,180204.0
2138,182629.3
2139,210088.3
2140,236160.0
2141,210166.8
2142,220173.7
2143,212105.2
2144,197230.5
2145,162004.0
2146,202781.6
2147,220733.5
2148,191040.0
2149,237505.0
2150,153908.7
2151,154945.0
2152,299715.7
2153,176770.0
2154,247900.0
2155,203700.0
2156,206288.0
2157,166371.1
2158,210204.0
2159,210450.0
2160,208721.1
2161,243350.0
2162,244848.8
2163,214069.3
2164,207480.0
2165,156920.2
2166,246125.0
2167,204837.6
2168,169655.0
2169,194483.2
2170,168796.1
2171,214425.0
2172,238093.3
2173,181040.0
2174,179475.0
2175,162371.1
2176,207705.0
2177,265149.0
2178,211581.5
2179,141585.0
2180,190530.0
2181,160324.3
2182,236520.0
2183,222117.1
2184,192040.0
2185,264855.0
2186,188685.6
2187,173957.7
2188,164891.1
2189,273800.0
2190,256040.0
2191,256040.0
2192,204150.0
2193,337880.5
2194,260650.0
2195,225819.9
2196,212419.0
2197,193070.0
2198,173558.5
2199,222037.9
2200,223256.2
2201,212494.8
2202,217656.1
2203,205720.9
2204,139355.4
2205,153851.1
2206,180726.1
2207,250676.1
2208,130086.1
2209,162181.1
2210,208507.0
2211,175750.0
2212,174640.0
2213,257581.1
2214,195965.0
2215,159450.0
2216,175940.9
2217,272515.4
2218,275280.0
2219,191200.0
2220,177330.0
2221,122191.1
2222,126121.1
2223,279214.4
2224,228400.0
2225,246064.2
2226,207237.6
2227,175140.0
2228,215640.0
2229,148115.0
2230,209777.2
2231,193750.0
2232,194265.0
2233,174715.0
2234,158630.0
2235,214476.8
2236,173379.7
2237,239750.0
2238,152775.0
2239,247419.2
2240,126760.0
2241,214130.0
2242,186855.0
2243,161121.0
2244,172157.0
2245,149990.0
2246,183167.8
2247,247917.0
2248,158650.0
2249,185650.0
2250,215540.0
2251,273536.4
2252,175232.7
2253,201501.1
2254,188681.1
2255,167469.0
2256,244372.5
2257,220166.8
2258,182550.0
2259,215545.8
2260,150980.0
2261,143730.0
2262,131330.0
2263,176395.0
2264,293795.0
2265,209065.0
2266,229219.3
2267,191572.5
2268,199880.0
2269,148287.8
2270,168776.1
2271,184620.0
2272,173626.1
2273,167475.0
2274,196010.0
2275,248993.2
2276,192900.0
2277,189190.0
2278,200405.0
2279,210845.0
2280,208256.1
2281,223271.1
2282,281250.0
2283,168567.0
2284,161721.0
2285,116780.8
2286,230969.3
2287,224672.2
2288,197740.0
2289,204340.4
2290,211740.0
2291,139828.2
2292,190690.0
2293,241619.4
2294,168183.4
2295,248829.4
2296,257550.0
2297,215850.0
2298,169945.0
2299,199450.0
2300,163405.0
2301,182695.0
2302,203290.0
2303,126300.0
2304,246108.1
2305,142793.5
2306,146643.5
2307,162867.2
2308,115837.2
2309,159388.3
2310,157474.4
2311,140740.0
2312,202956.1
2313,154560.1
2314,216098.1
2315,163663.3
2316,191171.1
2317,145653.0
2318,137817.2
2319,219683.6
2320,205795.9
2321,178210.9
2322,151904.4
2323,189331.1
2324,197243.6
2325,157204.4
2326,226293.8
2327,186808.9
2328,184975.4
2329,163731.1
2330,184450.0
2331,218000.0
2332,210489.4
2333,211815.0
2334,199246.6
2335,197443.4
2336,163871.1
2337,242858.4
2338,183890.0
2339,183683.4
2340,206070.8
2341,201950.0
2342,179375.0
2343,184640.0
2344,182326.3
2345,198031.1
2346,214970.0
2347,231789.2
2348,179066.5
2349,178148.8
2350,201895.0
2351,274350.0
2352,161933.4
2353,192900.0
2354,224930.0
2355,212790.0
2356,224984.7
2357,214327.2
2358,142271.1
2359,193176.8
2360,197566.8
2361,274256.8
2362,135545.0
2363,202954.0
2364,287130.7
2365,167801.1
2366,148751.1
2367,173540.0
2368,155474.2
2369,182087.2
2370,139650.0
2371,134250.8
2372,266413.6
2373,216496.1
2374,203591.8
2375,235340.7
2376,193013.7
2377,191355.0
2378,213810.0
2379,198370.0
2380,185181.8
2381,177700.0
2382,164988.7
2383,220859.0
2384,179712.5
2385,237282.3
2386,286654.8
2387,155040.0
2388,199650.0
2389,174704.0
2390,160999.0
2391,258166.6
2392,186066.1
2393,140312.5
2394,188791.7
2395,162040.0
2396,170030.0
2397,210740.0
2398,196150.0
2399,215390.0
2400,228650.0
2401,160331.4
2402,178396.1
2403,209250.0
2404,216278.9
2405,168419.5
2406,343215.4
2407,203690.0
2408,223170.8
2409,210206.1
2410,138823.5
2411,180773.7
2412,169799.0
2413,201906.1
2414,168290.0
2415,205393.3
2416,181516.1
2417,173907.7
2418,206736.8
2419,245475.0
2420,194100.0
2421,219850.0
2422,171766.1
2423,286800.0
2424,148388.7
2425,246720.0
2426,268638.2
2427,227098.5
2428,373689.2
2429,180986.1
2430,209929.9
2431,198856.1
2432,155110.0
2433,192908.6
2434,191008.6
2435,195639.4
2436,199040.0
2437,230742.0
2438,216830.1
2439,181647.7
2440,147225.0
2441,193910.0
2442,181830.0
2443,199951.1
2444,197302.3
2445,195747.0
2446,291113.8
2447,202478.5
2448,244890.0
2449,171560.0
2450,174540.0
2451,166221.1
2452,226640.2
2453,196595.4
2454,267665.7
2455,229454.0
2456,192140.0
2457,141362.4
2458,159501.1
2459,144882.2
2460,245512.2
2461,196210.0
2462,172091.8
2463,174790.0
2464,238150.0
2465,197526.5
2466,252743.7
2467,175350.0
2468,176540.0
2469,170645.0
2470,142300.0
2471,186835.0
2472,189179.9
2473,177962.2
2474,223486.1
2475,135617.0
2476,170920.0
2477,190050.0
2478,167261.4
2479,284233.7
2480,211873.7
2481,296977.2
2482,226667.6
2483,189219.3
2484,245403.7
2485,192750.5
2486,166700.0
2487,187280.4
2488,175813.3
2489,177963.3
2490,266741.0
2491,170278.2
2492,219170.0
2493,182465.0
2494,198796.1
2495,233190.0
2496,167550.0
2497,176046.1
2498,187163.7
2499,237508.2
2500,161169.9
2501,212296.1
2502,208395.6
2503,186776.1
2504,156893.4
2505,183640.0
2506,218440.0
2507,232777.5
2508,247430.0
2509,220930.0
2510,217030.0
2511,165434.1
2512,189481.1
2513,171629.6
2514,260471.0
2515,250900.0
2516,191800.0
2517,218106.8
2518,223025.0
2519,213700.0
2520,197233.2
2521,157731.1
2522,154227.5
2523,204832.6
2524,205463.9
2525,248579.1
2526,207985.0
2527,194440.0
2528,187548.7
2529,238213.4
2530,263989.3
2531,126444.8
2532,193590.0
2533,214397.7
2534,198040.0
2535,147031.1
2536,169495.6
2537,190922.5
2538,175168.8
2539,169482.0
2540,201681.1
2541,193242.2
2542,172010.1
2543,243325.7
2544,247274.6
2545,221505.6
2546,162668.6
2547,238214.5
2548,215766.7
2549,182502.2
2550,167700.0
2551,115840.0
2552,202928.4
2553,256040.0
2554,226300.0
2555,238695.0
2556,234509.1
2557,200104.5
2558,250405.0
2559,165708.8
2560,190786.8
2561,159892.0
2562,221546.8
2563,177165.0
2564,219057.9
2565,209000.0
2566,200120.0
2567,227325.0
2568,225449.6
2569,187622.7
2570,211057.0
2571,269766.8
2572,94070.0
2573,265480.0
2574,189200.0
2575,157756.8
2576,255420.0
2577,193775.0
2578,224540.0
2579,236663.2
2580,293811.7
2581,210260.0
2582,227316.1
2583,165657.0
2584,180743.5
2585,215950.0
2586,198234.0
2587,191244.3
2588,217120.0
2589,252581.8
2590,177415.0
2591,253054.6
2592,162662.2
2593,151440.0
2594,181430.0
2595,181563.6
2596,177467.5
2597,193124.4
2598,174840.0
2599,237587.5
2600,271350.0
2601,171259.2
2602,211007.0
2603,156767.0
2604,265357.0
2605,166957.0
2606,209625.0
2607,277369.6
2608,197857.7
2609,233497.0
2610,237850.0
2611,201476.1
2612,206229.3
2613,184750.0
2614,195932.6
2615,208035.6
2616,202130.0
2617,219650.0
2618,235240.0
2619,181070.0
2620,184476.9
2621,163931.1
2622,196500.0
2623,186387.2
2624,298680.6
2625,197916.2
2626,190490.0
2627,176323.7
2628,220750.0
2629,275450.0
2630,195551.8
2631,229490.0
2632,150186.8
2633,126001.1
2634,185907.2
2635,190669.9
2636,187550.0
2637,243068.5
2638,246615.0
2639,226128.5
2640,200551.6
2641,190810.0
2642,205460.0
2643,180127.0
2644,175890.0
2645,185600.0
2646,227390.0
2647,183715.0
2648,181440.8
2649,144750.0
2650,137190.8
2651,173000.0
2652,188020.0
2653,221971.3
2654,215598.9
2655,215705.0
2656,165253.4
2657,154639.4
2658,203348.4
2659,181864.7
2660,203340.0
2661,180076.9
2662,198036.2
2663,185640.0
2664,162874.4
2665,215305.0
2666,211846.0
2667,227499.0
2668,185472.2
2669,180523.4
2670,175316.3
2671,192147.2
2672,150957.0
2673,143121.1
2674,130608.1
2675,175261.1
2676,152802.2
2677,158262.2
2678,198717.6
2679,209715.0
2680,227640.0
2681,181025.0
2682,244000.0
2683,226353.6
2684,201413.4
2685,247442.1
2686,193929.0
2687,230710.2
2688,230530.6
2689,191387.7
2690,209007.6
2691,159693.3
2692,232206.8
2693,203880.6
2694,267000.0
2695,153626.1
2696,168108.3
2697,274766.8
2698,166799.0
2699,172155.0
2700,154840.0
2701,240350.0
2702,254911.7
2703,167632.0
2704,158793.0
2705,156794.0
2706,182650.0
2707,204808.4
2708,219505.0
2709,257950.0
2710,169440.0
2711,198682.6
2712,144850.0
2713,167130.0
2714,146220.0
2715,117690.8
2716,152680.0
2717,178405.0
2718,206125.3
2719,178400.0
2720,156000.0
2721,234980.0
2722,268475.0
2723,167490.0
2724,176117.6
2725,184947.4
2726,233405.0
2727,181486.8
2728,189854.8
2729,237871.3
2730,172456.1
2731,255395.0
2732,191421.1
2733,183655.0
2734,162351.1
2735,194973.4
2736,204400.4
2737,170954.0
2738,194344.1
2739,158083.7
2740,197969.4
2741,180529.7
2742,187724.4
2743,180192.6
2744,207610.0
2745,205594.0
2746,190803.5
2747,264050.0
2748,160996.8
2749,194390.0
2750,196773.7
2751,135040.0
2752,200205.0
2753,394058.6
2754,190187.5
2755,155105.0
2756,203655.0
2757,252571.1
2758,216361.3
2759,203166.1
2760,226672.9
2761,277972.6
2762,250060.0
2763,171305.0
2764,203270.0
2765,198402.2
2766,245896.1
2767,208601.4
2768,228600.0
2769,151973.7
2770,199198.7
2771,171203.7
2772,241273.7
2773,204958.7
2774,161656.1
2775,248467.0
2776,189131.7
2777,203805.1
2778,161750.0
2779,185923.7
2780,151977.0
2781,176947.0
2782,209435.0
2783,202329.2
2784,159877.5
2785,192626.1
2786,154167.0
2787,169917.2
2788,179252.0
2789,193815.4
2790,291750.0
2791,199231.1
2792,220807.0
2793,137780.4
2794,243117.0
2795,225288.1
2796,154695.0
2797,220268.5
2798,274065.0
2799,157078.1
2800,244550.0
2801,176106.1
2802,190701.7
2803,202933.4
2804,207720.0
2805,141793.2
2806,141110.0
2807,141210.0
2808,272567.6
2809,170240.0
2810,185201.4
2811,253070.0
2812,238765.0
2813,191799.0
2814,133721.0
2815,171441.1
2816,183340.0
2817,222878.4
2818,200640.0
2819,206550.0
2820,223483.6
2821,156794.0
2822,175046.5
2823,233380.0
2824,244765.0
2825,236547.6
2826,196116.1
2827,165850.4
2828,232690.0
2829,257518.4
2830,233290.0
2831,165837.9
2832,121327.0
2833,187405.0
2834,171534.5
2835,152450.0
2836,223111.9
2837,186587.7
2838,211089.0
2839,175550.1
2840,189668.3
2841,172390.0
2842,171047.1
2843,200031.8
2844,164040.0
2845,167950.0
2846,211359.5
2847,234300.0
2848,182503.0
2849,205400.0
2850,226773.5
2851,204956.8
2852,135424.6
2853,198940.0
2854,142100.0
2855,200777.9
2856,184202.2
2857,205555.6
2858,179352.9
2859,217591.8
2860,186795.0
2861,177370.0
2862,226361.8
2863,199731.3
2864,264563.4
2865,118260.0
2866,136331.1
2867,161335.0
2868,236175.4
2869,188146.7
2870,249565.2
2871,275595.0
2872,166275.0
2873,253080.0
2874,159550.0
2875,175471.1
2876,201216.8
2877,181537.2
2878,187122.2
2879,183430.0
2880,209239.2
2881,208501.1
2882,151600.0
2883,152567.2
2884,181622.7
2885,220600.4
2886,282400.0
2887,176711.8
2888,169686.0
2889,267445.0
2890,171450.0
2891,269160.5
2892,321094.3
2893,272159.2
2894,318918.2
2895,151322.2
2896,135827.0
2897,223830.3
2898,242177.2
2899,172431.5
2900,149857.7
2901,197101.1
2902,203107.6
2903,206370.0
2904,164057.2
2905,243370.0
2906,199541.8
2907,175820.0
2908,169953.0
2909,218185.0
2910,156340.0
2911,211907.0
2912,155470.0
2913,190922.0
2914,272117.0
2915,255667.0
2916,179307.0
2917,211356.7
2918,267750.0
2919,228758.5
